,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
840,"kaser(6,484)",Tiger Beer,31-Mar-12,1.8,3,2,3,2,8
841,foxo82(941),Tiger Beer,21-Mar-12,2.6,5,2,6,2,11
842,"vipinvelp(6,094)",Tiger Beer,18-Mar-12,2.6,6,3,5,2,10
843,jgentgesdo(696),Tiger Beer,13-Mar-12,1.4,3,3,2,2,4
844,martinrumsam(580),Tiger Beer,11-Mar-12,2.9,4,4,6,2,13
845,"Ktwse(6,833)",Tiger Beer,29-Feb-12,2.6,4,2,6,2,12
846,"Frank(4,478)",Tiger Beer,22-Apr-14,2.9,6,2,7,2,12
847,Brodies_Best(324),Tiger Beer,27-Feb-12,3.2,7,4,6,2,13
848,"Grzesiek79(6,146)",Tiger Beer,07-Nov-12,2,3,2,4,2,9
849,KickInChalice(860),Tiger Beer,21-Feb-12,2.2,4,3,4,2,9
850,guernica44(14),Tiger Beer,21-Feb-12,1.8,2,3,3,3,7
851,"NordicV(4,005)",Tiger Beer,20-Feb-12,1.5,3,2,3,2,5
852,"thanatosti(3,246)",Tiger Beer,19-Feb-12,2.9,7,2,7,2,11
853,PLundsgaard(579),Tiger Beer,19-Feb-12,2,4,2,3,2,9
854,"RobertDale(9,709)",Tiger Beer,18-Feb-12,1.8,3,3,4,2,6
855,"Bygers(1,187)",Tiger Beer,17-Feb-12,1.9,3,2,2,4,8
856,"Grima(2,510)",Tiger Beer,16-Feb-12,2.9,6,3,6,3,11
857,"ken1(3,923)",Tiger Beer,09-Feb-12,2,4,2,4,3,7
858,"Sevenlee(1,845)",Tiger Beer,09-Feb-12,2,4,2,4,2,8
859,"Russo(2,014)",Tiger Beer,05-Feb-12,2.3,4,2,4,2,11
860,"italianjohn(4,463)",Tiger Beer,05-Feb-12,2.3,4,2,5,3,9
861,Mummididda(75),Tiger Beer,05-Feb-12,2,3,2,4,2,9
862,omega(899),Tiger Beer,04-Feb-12,1.9,4,2,4,2,7
863,mcmisko(357),Tiger Beer,03-Feb-12,2.9,5,3,6,3,12
864,"mutz(1,600)",Tiger Beer,29-Jan-12,2.1,4,2,4,2,9
865,Scottrf(105),Tiger Beer,28-Jan-12,2.5,4,3,5,2,11
866,"POLK(2,214)",Tiger Beer,22-Jan-12,2.3,5,2,5,2,9
867,"Scrapersnbeer(1,532)",Tiger Beer,16-Jan-12,2.5,4,3,5,3,10
868,"TheCametron(2,475)",Tiger Beer,15-Jan-12,2,4,2,5,2,7
869,"Lagerboy(2,388)",Tiger Beer,13-Jan-12,2.2,4,3,5,2,8
870,"DragonStout(1,416)",Tiger Beer,08-Jan-12,2.5,4,3,4,2,12
871,BeerVirgin72(880),Tiger Beer,08-Jan-12,2.3,5,3,5,3,7
872,aphelion1979(172),Tiger Beer,07-Jan-12,2.4,4,3,6,2,9
873,"dogbomb(1,307)",Tiger Beer,07-Jan-12,1.9,3,1,4,3,8
874,"maneliquor(3,513)",Tiger Beer,07-Jan-12,1.5,2,3,4,3,3
875,"cards04(3,161)",Tiger Beer,06-Jan-12,2,3,2,5,2,8
876,"Savvy1982(1,706)",Tiger Beer,06-Jan-12,2.4,5,3,4,3,9
877,"wigglyworm99(2,078)",Tiger Beer,06-Jan-12,1.9,4,2,3,3,7
878,"JanLaursen(3,226)",Tiger Beer,11-Apr-12,1.9,3,3,4,2,7
879,"kingstoni(2,902)",Tiger Beer,01-Jan-12,1.3,2,2,3,2,4
880,wilnatp(831),Tiger Beer,01-Jan-12,2.3,4,3,5,3,8
881,"Camons(18,772)",Tiger Beer,29-Dec-11,1.9,4,2,4,1,8
882,"brnandersen(6,248)",Tiger Beer,17-Dec-11,2.2,4,3,5,2,8
883,swibbo(9),Tiger Beer,14-Dec-11,1.6,3,2,3,2,6
884,"ralphdot(1,139)",Tiger Beer,05-Dec-11,2.2,4,3,5,5,5
885,"visionthing(7,101)",Tiger Beer,05-Dec-11,2,4,2,4,2,8
886,"JorgeLee(2,925)",Tiger Beer,03-Dec-11,1.6,3,2,3,2,6
887,"arkurzynski(2,557)",Tiger Beer,26-Nov-11,2.2,4,3,4,2,9
888,"Jesterdeal(1,986)",Tiger Beer,21-Nov-11,2.4,5,2,6,2,9
889,"worldbeertaste(1,845)",Tiger Beer,20-Nov-11,2,3,2,4,2,9
890,"77ships(14,200)",Tiger Beer,19-Nov-11,1.9,4,2,4,1,8
891,CarlJonas(230),Tiger Beer,29-Oct-11,2.2,3,3,3,3,10
892,petexner(936),Tiger Beer,27-Oct-11,3,7,3,6,3,11
893,BrewIPA(94),Tiger Beer,22-Oct-11,1.9,2,3,3,3,8
894,badhack(698),Tiger Beer,19-Oct-11,2.9,5,3,5,4,12
895,"sseb69(2,238)",Tiger Beer,17-Oct-11,3.3,5,3,5,3,17
896,"tommann(5,987)",Tiger Beer,05-Oct-11,2.6,4,3,6,3,10
897,NJJereme(387),Tiger Beer,01-Oct-11,1.8,3,2,3,3,7
898,AWMiller(512),Tiger Beer,26-Sep-11,2.3,4,3,4,3,9
899,"BVery(13,633)",Tiger Beer,29-Dec-13,1.4,2,2,3,1,6
900,Brandon123(19),Tiger Beer,16-Sep-11,4.8,10,5,10,5,18
901,"Svesse(11,584)",Tiger Beer,10-Sep-11,2.4,4,3,5,3,9
902,"swooper(1,254)",Tiger Beer,08-Sep-11,1.9,3,3,4,2,7
903,"maley1(1,301)",Tiger Beer,27-Aug-11,1.7,3,2,3,3,6
904,maledictum(905),Tiger Beer,26-Aug-11,0.7,1,1,1,2,2
905,UM02(497),Tiger Beer,22-Aug-11,2,4,2,4,2,8
906,"reebtogi(6,488)",Tiger Beer,18-Aug-11,2.4,4,2,5,2,11
907,"HeistAlmighty(1,156)",Tiger Beer,13-Aug-11,2.4,5,2,5,2,10
908,"northropfrye(4,283)",Tiger Beer,09-Aug-11,1.7,4,3,3,2,5
909,"tfredvik(2,548)",Tiger Beer,08-Aug-11,2,3,2,4,3,8
910,Changed(463),Tiger Beer,06-Aug-11,1.1,1,1,3,1,5
911,"wlajwl(10,265)",Tiger Beer,05-Aug-11,1.9,3,2,4,2,8
912,"Benzai(20,022)",Tiger Beer,02-Aug-11,2.8,6,3,6,2,11
913,"Koelschtrinker(28,840)",Tiger Beer,27-Jul-11,3.3,7,3,7,3,13
914,"Benjii(3,050)",Tiger Beer,24-Jul-11,2.8,5,3,5,3,12
915,Hurracasurf(64),Tiger Beer,24-Jul-11,1.5,3,2,3,2,5
916,"Mora2000(6,156)",Tiger Beer,18-Jul-11,1.9,4,3,4,2,6
917,JRHBrew(367),Tiger Beer,16-Jul-11,3.1,5,2,7,2,15
918,"solidfunk(15,001)",Tiger Beer,15-Jul-11,1.4,2,2,3,2,5
919,"Cuso(12,831)",Tiger Beer,14-Jul-11,3,6,4,6,4,10
920,"weihenweizen(6,126)",Tiger Beer,14-Jul-11,2.5,6,3,4,2,10
921,Thebeerdude(63),Tiger Beer,12-Jul-11,2,5,3,3,2,7
922,rossbeerme(11),Tiger Beer,12-Jul-11,2.7,4,3,5,3,12
923,CalumScotland(348),Tiger Beer,16-Apr-19,1.2,2,1,3,1,5
924,dnoaksson(826),Tiger Beer,10-Jul-11,1.8,3,3,3,2,7
925,"Defreni(4,487)",Tiger Beer,09-Jul-11,2.6,5,3,5,3,10
926,"jolo(1,017)",Tiger Beer,07-Jul-11,2.8,5,2,5,2,14
927,JWE(209),Tiger Beer,27-Jun-11,2,3,2,4,2,9
928,"sm89walt(2,399)",Tiger Beer,16-Jun-11,1.8,4,2,4,2,6
929,kegbelly(10),Tiger Beer,05-Jun-11,3,6,2,5,2,15
930,"esp0r(2,932)",Tiger Beer,05-Jun-11,1.9,4,3,3,2,7
931,Chel(33),Tiger Beer,05-Jun-11,2,4,2,4,3,7
932,"DiarmaidBHK(7,505)",Tiger Beer,03-Jun-11,1.5,3,3,3,3,3
933,mxtur(266),Tiger Beer,28-May-11,2.8,6,3,6,3,10
934,"Meilby(13,116)",Tiger Beer,24-May-11,1.9,4,2,4,3,6
935,michclark(88),Tiger Beer,15-May-11,2.8,6,4,6,2,10
936,nike(966),Tiger Beer,10-May-11,2.4,5,2,5,2,10
937,FlashParker(85),Tiger Beer,10-Apr-11,2.1,6,2,3,2,8
938,"jkwood04(5,729)",Tiger Beer,10-Apr-11,2.6,5,3,6,2,10
939,"mzaar(5,907)",Tiger Beer,27-Mar-11,2,3,2,5,2,8
940,"chibuck(3,521)",Tiger Beer,23-Mar-11,2,4,2,4,2,8
941,stunetii(90),Tiger Beer,20-Mar-11,1.8,4,2,4,2,6
942,"Block(3,330)",Tiger Beer,14-Mar-11,1.8,3,2,3,2,8
943,RangerMC(10),Tiger Beer,11-Mar-11,3.6,7,4,7,4,14
944,"Rasmus40(29,604)",Tiger Beer,07-Mar-11,1.7,3,2,3,2,7
945,"arminjewell(9,756)",Tiger Beer,28-Feb-11,2.6,5,3,6,3,9
946,Vas(64),Tiger Beer,27-Feb-11,2.4,3,3,4,2,12
947,"Narnad(1,521)",Tiger Beer,25-Feb-11,2.2,3,3,3,3,10
948,SBor02(67),Tiger Beer,25-Feb-11,2.4,4,4,4,2,10
949,"BeerBaboon(2,254)",Tiger Beer,24-Feb-11,1.3,4,2,2,1,4
950,"txspartan(1,246)",Tiger Beer,22-Feb-11,0.8,2,1,2,1,2
951,"AndySnow(12,022)",Tiger Beer,21-Feb-11,2,3,2,3,2,10
952,"prawlie(1,705)",Tiger Beer,17-Feb-11,2.1,6,3,3,2,7
953,bigabe(194),Tiger Beer,11-Feb-11,3,4,3,6,3,14
954,"crossovert(16,819)",Tiger Beer,10-Feb-11,0.5,1,1,1,1,1
955,"jb43(1,650)",Tiger Beer,08-Feb-11,2.8,5,4,5,3,11
956,ThaJuggernaut(309),Tiger Beer,01-Feb-11,2.5,3,3,5,2,12
957,"hayduke(6,095)",Tiger Beer,30-Jan-11,2.9,6,3,5,3,12
958,"RedSox2004(2,049)",Tiger Beer,30-Jan-11,2.2,4,3,4,2,9
959,"ronaldtheriot(2,425)",Tiger Beer,29-Jan-11,3.1,6,4,6,3,12
960,"tkrjukoff(4,336)",Tiger Beer,12-Jan-11,1.8,3,3,4,1,7
961,"cubs(10,773)",Tiger Beer,11-Jan-11,2.5,6,2,6,3,8
962,"madmitch76(33,662)",Tiger Beer,10-Jan-11,2.6,5,3,6,3,9
963,sinkhole(263),Tiger Beer,07-Jan-11,2.2,4,2,5,3,8
964,"MaltDawg(1,344)",Tiger Beer,07-Jan-11,2.5,4,3,5,3,10
965,borisz(416),Tiger Beer,29-Dec-10,2.3,5,3,5,2,8
966,steinar(54),Tiger Beer,24-Dec-10,2.7,4,3,4,4,12
967,Kriegbaum(845),Tiger Beer,22-Dec-10,2,3,2,3,2,10
968,bmeup(685),Tiger Beer,18-Dec-10,2,4,2,3,2,9
969,"Sammer(1,119)",Tiger Beer,09-Dec-10,2.4,5,3,5,3,8
970,"flying_pig(2,521)",Tiger Beer,06-Dec-10,2.9,5,3,6,3,12
971,tennessejed420(940),Tiger Beer,04-Dec-10,1.9,4,2,4,3,6
972,GKillian(525),Tiger Beer,01-Dec-10,2.3,5,2,5,2,9
973,JRock72(597),Tiger Beer,26-Nov-10,2.4,6,2,5,3,8
974,"Ontbeertaster(2,360)",Tiger Beer,26-Nov-10,2.6,5,3,4,4,10
975,beer4eternity(226),Tiger Beer,23-Nov-10,2.4,4,2,5,3,10
976,"Palme(5,033)",Tiger Beer,15-Nov-10,1.7,2,3,2,3,7
977,rcasta(867),Tiger Beer,04-Nov-10,1.7,2,2,2,2,9
978,"gowdy(1,112)",Tiger Beer,01-Nov-10,2.6,4,2,6,3,11
979,jikvig(269),Tiger Beer,29-Oct-10,2,4,3,4,3,6
980,"flemmingwillum(1,255)",Tiger Beer,27-Oct-10,2.4,4,3,5,3,9
981,"Niko100(3,191)",Tiger Beer,26-Oct-10,2,3,2,4,3,8
982,"sfhodense(4,786)",Tiger Beer,22-Oct-10,2,4,2,4,2,8
983,"stobbe74(3,788)",Tiger Beer,04-Oct-10,1.7,3,3,3,2,6
984,"thepegjett(1,259)",Tiger Beer,22-Jun-11,2.5,4,3,5,3,10
985,"lusikka(7,837)",Tiger Beer,30-Sep-10,1.6,3,2,3,2,6
986,"Spab(7,527)",Tiger Beer,25-Sep-10,1.3,2,3,2,2,4
987,"daje(4,909)",Tiger Beer,11-Sep-10,1.9,3,2,4,3,7
988,HermanW(992),Tiger Beer,10-Sep-10,2.4,4,3,5,3,9
989,Zenwolf(269),Tiger Beer,02-Sep-10,2.3,4,2,5,3,9
990,"Gr0ve(2,176)",Tiger Beer,28-Aug-10,2.7,6,3,5,3,10
991,ndon(857),Tiger Beer,24-Aug-10,2.3,5,2,5,2,9
992,Rauschwerk(14),Tiger Beer,19-Aug-10,2.8,4,4,5,3,12
993,Chickencoop(188),Tiger Beer,08-Aug-10,2.4,4,3,4,3,10
994,"taphandle(1,135)",Tiger Beer,02-Aug-10,1.4,3,2,3,1,5
995,"rougeau13(4,380)",Tiger Beer,02-Sep-10,1.9,3,2,4,2,8
996,Cole(967),Tiger Beer,31-Jul-10,1.4,2,1,3,1,7
997,TheHulk(486),Tiger Beer,31-Jul-10,1.5,4,1,4,1,5
998,Atheist_Peace(981),Tiger Beer,21-Jul-10,1.7,3,2,3,2,7
999,Mungular(48),Tiger Beer,18-Jul-10,1,1,3,1,2,3
1000,SG(465),Tiger Beer,18-Jul-10,2.3,3,3,4,3,10
1001,"dEnk(4,200)",Tiger Beer,17-Jul-10,1.5,2,2,2,2,7
1002,"JanEric(1,268)",Tiger Beer,11-Jul-10,2.1,3,2,4,2,10
1003,"kschep(1,707)",Tiger Beer,04-Jul-10,1,2,1,3,1,3
1004,"beernovice39(3,269)",Tiger Beer,04-Jul-10,1.8,4,2,3,2,7
1005,"bulldogops(2,905)",Tiger Beer,03-Jul-10,2.3,4,2,5,2,10
1006,rdelljh(177),Tiger Beer,27-Jun-10,2.9,4,4,5,4,12
1007,Fevernova(222),Tiger Beer,26-Jun-10,2.1,4,2,5,2,8
1008,"philbertk(1,873)",Tiger Beer,25-Jun-10,3.5,6,3,7,3,16
1009,"JohnRMurdoch(5,840)",Tiger Beer,30-Apr-13,2.5,6,3,4,3,9
1010,VeloVampire(625),Tiger Beer,13-Jun-10,2,4,2,4,2,8
1011,"probstblueribbon(3,789)",Tiger Beer,12-Jun-10,2.3,5,2,5,2,9
1012,mmacleod75(120),Tiger Beer,10-Jun-10,2,4,2,3,2,9
1013,Madsnp(932),Tiger Beer,17-May-10,2.4,5,3,5,3,8
1014,"ClubGonzo(5,679)",Tiger Beer,16-May-10,1.3,3,2,3,2,3
1015,bartazo(90),Tiger Beer,11-May-10,1.6,5,3,2,1,5
1016,"GranvilleTim(1,857)",Tiger Beer,08-May-10,3.2,6,3,6,3,14
1017,"Hermod(12,852)",Tiger Beer,07-Apr-11,2.4,4,2,5,2,11
1018,"MadIndian(2,743)",Tiger Beer,23-Apr-10,1,2,1,2,2,3
1019,"Quinten(1,061)",Tiger Beer,22-Apr-10,2,3,2,4,3,8
1020,Hopper(827),Tiger Beer,14-Apr-10,2.5,4,3,4,2,12
1021,fobar(242),Tiger Beer,11-Apr-10,1.6,3,2,3,2,6
1022,"davidm(2,098)",Tiger Beer,05-Apr-10,1.3,2,2,2,2,5
1023,"undercurrent25(2,816)",Tiger Beer,30-Mar-10,3,3,4,6,3,14
1024,"ROGUE(2,215)",Tiger Beer,29-Mar-10,1.9,3,3,3,3,7
1025,"rodenbach99(4,842)",Tiger Beer,23-Mar-10,1.5,3,4,2,2,4
1026,"dutchbeerpages(2,438)",Tiger Beer,21-Mar-10,2.6,6,2,4,3,11
1027,"mabel(11,183)",Tiger Beer,17-Mar-10,2.5,5,2,5,3,10
1028,"jonno(2,750)",Tiger Beer,14-Mar-10,1.9,4,2,5,2,6
1029,ako(169),Tiger Beer,13-Mar-10,2.4,4,2,5,2,11
1030,"scooterbub(1,198)",Tiger Beer,04-Mar-10,1.8,2,2,2,2,10
1031,"maniac(3,801)",Tiger Beer,25-Feb-10,2,4,1,4,3,8
1032,"Butters(4,067)",Tiger Beer,24-Feb-10,2.2,4,3,4,3,8
1033,"gyllenbock(13,891)",Tiger Beer,23-Feb-10,2.2,4,3,4,3,8
1034,"potbeerjob(1,343)",Tiger Beer,22-Feb-10,2.9,5,2,6,4,12
1035,"Rciesla(5,498)",Tiger Beer,17-Feb-10,2.3,4,5,4,2,8
1036,BrewingFan(251),Tiger Beer,10-Feb-10,2.4,3,2,7,3,9
1037,Bier brauen(246),Tiger Beer,06-Feb-10,3.1,5,3,6,3,14
1038,"Nisse666(12,160)",Tiger Beer,06-Feb-10,1.7,5,2,4,2,4
1039,"bkurtz(1,329)",Tiger Beer,11-Jan-10,2,2,2,4,3,9
1040,jimmay(807),Tiger Beer,10-Jan-10,2.4,5,3,5,2,9
1041,"abemorsten(3,797)",Tiger Beer,31-Dec-09,1.9,3,3,3,3,7
1042,"SanfordBrewer(1,735)",Tiger Beer,17-Dec-09,1.5,2,2,3,2,6
1043,"lithy(2,996)",Tiger Beer,16-Dec-09,1.9,2,2,4,3,8
1044,"Davros(4,142)",Tiger Beer,15-Dec-09,1.9,4,2,4,2,7
1045,"Beardface(1,517)",Tiger Beer,10-Dec-09,2.1,4,2,4,2,9
1046,"michael-pollack(4,959)",Tiger Beer,29-Nov-09,1.8,3,2,3,3,7
1047,"Bierkrug(2,129)",Tiger Beer,15-Nov-09,1,2,2,2,1,3
1048,Panzerfaust(902),Tiger Beer,08-Nov-09,2.5,5,3,5,2,10
1049,"Drake(18,176)",Tiger Beer,31-Oct-09,2.4,4,3,4,3,10
1050,rakkasan(142),Tiger Beer,25-Oct-09,2,3,2,4,2,9
1051,Ljunkan(530),Tiger Beer,25-Oct-09,1.1,2,2,2,1,4
1052,"Borresteijn(9,582)",Tiger Beer,24-Oct-09,1.7,3,3,4,2,5
1053,"jbrus(4,987)",Tiger Beer,21-Oct-09,2.1,4,3,4,2,8
1054,Tod(8),Tiger Beer,18-Oct-09,0.5,1,1,1,1,1
1055,"Beershine(5,262)",Tiger Beer,16-Oct-09,0.9,2,2,2,1,2
1056,"phaleslu(14,203)",Tiger Beer,16-Oct-09,2,4,2,4,2,8
1057,"kwik-lime(3,996)",Tiger Beer,17-Oct-10,1.5,3,2,3,1,6
1058,"tokyogoat(1,503)",Tiger Beer,08-Oct-09,2.3,3,3,5,3,9
1059,"monkeychugg55(1,168)",Tiger Beer,07-Oct-09,2.8,4,2,6,4,12
1060,"DrnkMcDermott(3,640)",Tiger Beer,21-Sep-09,2.8,5,3,5,4,11
1061,"Fratto(2,845)",Tiger Beer,17-Sep-09,1.8,3,2,4,1,8
1062,fredthecat(527),Tiger Beer,16-Sep-09,1.6,3,2,3,1,7
1063,rampmaster(642),Tiger Beer,09-Sep-09,3.6,7,4,7,5,13
1064,"Listigovers(2,148)",Tiger Beer,08-Sep-09,1.8,3,3,3,3,6
1065,vulcanmeister(431),Tiger Beer,05-Sep-09,2.4,4,3,5,3,9
1066,"fata2683(2,176)",Tiger Beer,04-Sep-09,1.9,5,3,4,2,5
1067,"chrisv10(23,298)",Tiger Beer,04-Sep-09,1.6,3,2,4,3,4
1068,angrybeerman(259),Tiger Beer,03-Sep-09,2.3,5,2,6,2,8
1069,"ben4321(9,377)",Tiger Beer,01-Sep-09,1.8,3,2,4,2,7
1070,MrRoss(646),Tiger Beer,26-Aug-09,2.6,5,3,5,3,10
1071,"Wim(5,480)",Tiger Beer,23-Aug-09,1.8,4,3,4,2,5
1072,"Yves(3,869)",Tiger Beer,23-Aug-09,1.8,4,2,4,2,6
1073,"drowland(11,069)",Tiger Beer,21-Aug-09,2.3,5,2,5,2,9
1074,JediMindTricks(446),Tiger Beer,20-Aug-09,1.8,3,2,3,2,8
1075,kimcgolf(872),Tiger Beer,19-Aug-09,2.3,4,2,5,2,10
1076,Pipper(325),Tiger Beer,19-Aug-09,1.4,3,3,2,2,4
1077,rylaad(47),Tiger Beer,06-Aug-09,0.7,1,1,1,1,3
1078,"JK54B(1,709)",Tiger Beer,04-Aug-09,1.7,4,3,3,3,4
1079,l1br4r14n(451),Tiger Beer,01-Aug-09,1,2,2,1,2,3
1080,ChrisThomson(522),Tiger Beer,30-Jul-09,0.5,1,1,1,1,1
1081,"Raistlin(1,475)",Tiger Beer,29-Jul-09,3.9,7,3,7,4,18
1082,"TaktikMTL(8,008)",Tiger Beer,28-Jul-09,2.6,5,3,5,3,10
1083,"FunkyBrewster(1,518)",Tiger Beer,21-Jul-09,1.8,4,2,3,2,7
1084,"Travlr(30,303)",Tiger Beer,19-Jul-09,1.9,3,4,3,3,6
1085,"Dredd(1,065)",Tiger Beer,13-Jul-09,2.6,5,3,5,3,10
1086,davidCC(130),Tiger Beer,05-Jul-09,1.9,4,2,3,2,8
1087,"Pyobon(2,191)",Tiger Beer,29-Jun-09,2.7,6,3,5,2,11
1088,Bazal(16),Tiger Beer,23-Jun-09,2.8,2,3,6,3,14
1089,thooper41(556),Tiger Beer,22-Jun-09,1.8,2,3,3,3,7
1090,alagnak(468),Tiger Beer,22-Jun-09,1.8,1,3,5,3,6
1091,hogan873(547),Tiger Beer,13-Jun-09,2.5,4,3,5,3,10
1092,"VertBaconStrips(2,445)",Tiger Beer,29-May-09,2.5,5,3,5,3,9
1093,tedovertu(298),Tiger Beer,25-May-09,1.5,2,2,2,3,6
1094,"floydian1(1,852)",Tiger Beer,18-May-09,2.2,5,2,5,2,8
1095,"Onslow(1,761)",Tiger Beer,11-May-09,1.8,3,2,5,2,6
1096,"GG(2,332)",Tiger Beer,08-May-09,2.2,4,3,4,3,8
1097,lgklotet(437),Tiger Beer,06-May-09,2.2,4,2,4,2,10
1098,"mkel07(9,170)",Tiger Beer,04-May-09,3,5,3,6,3,13
1099,"Beer5000(9,097)",Tiger Beer,30-Apr-09,1.5,3,2,3,2,5
1100,"Lowe1983(1,729)",Tiger Beer,30-Apr-09,1.1,3,1,1,1,5
1101,Papillon(425),Tiger Beer,27-Apr-09,1.4,3,1,3,2,5
1102,"Ober(2,809)",Tiger Beer,24-Apr-09,2.6,5,3,5,2,11
1103,"Archibaldo de la Cruz(1,120)",Tiger Beer,22-Apr-09,1.4,3,2,2,2,5
1104,Pradipta(1),Tiger Beer,17-Apr-09,0.5,1,1,1,1,1
1105,MitchWayne(263),Tiger Beer,08-Apr-09,1.5,3,1,3,2,6
1106,"robforbes(2,420)",Tiger Beer,08-Apr-09,2.2,4,3,4,2,9
1107,"GJF(1,520)",Tiger Beer,05-Apr-09,2.3,4,3,5,2,9
1108,"bubbleflubber(2,249)",Tiger Beer,05-Apr-09,1.8,4,2,4,2,6
1109,RateBeerMan(41),Tiger Beer,02-Apr-09,2.2,3,4,4,3,8
1110,Adam77(457),Tiger Beer,02-Apr-09,1,2,1,2,1,4
1111,"Bullit(6,228)",Tiger Beer,01-Apr-09,2.3,4,2,4,3,10
1112,jeckenroth(121),Tiger Beer,29-Mar-09,1.7,4,2,3,2,6
1113,6ROW(481),Tiger Beer,27-Mar-09,2.4,5,3,6,3,7
1114,ethomson(56),Tiger Beer,23-Mar-09,2.2,4,3,4,3,8
1115,"BroSpud(2,598)",Tiger Beer,23-Mar-09,1,1,1,1,1,6
1116,"nqualls(1,452)",Tiger Beer,14-Mar-09,2.2,3,3,4,3,9
1117,jimmack34(647),Tiger Beer,13-Mar-09,1.9,3,1,3,2,10
1118,"rmussman(1,701)",Tiger Beer,09-Mar-09,2.5,5,3,5,3,9
1119,"Cavie(5,766)",Tiger Beer,08-Mar-09,1.6,3,2,3,2,6
1120,"Beerman6686(6,607)",Tiger Beer,07-Mar-09,1.5,3,2,3,2,5
1121,"Nordcore(2,812)",Tiger Beer,06-Mar-09,2.1,3,3,4,3,8
1122,"GDTRFB(7,609)",Tiger Beer,04-Mar-09,2.5,4,3,5,4,9
1123,"dwaggs2(1,297)",Tiger Beer,01-Mar-09,2.1,2,2,4,3,10
1124,"RuneStumo(3,315)",Tiger Beer,27-Feb-09,1.5,3,3,3,2,4
1125,Rodders(137),Tiger Beer,25-Feb-09,2.2,4,3,3,4,8
1126,irsgy09(4),Tiger Beer,25-Feb-09,2.4,5,3,3,3,10
1127,"Magjayran(1,379)",Tiger Beer,25-Feb-09,0.9,3,2,1,1,2
1128,TerenceHua(87),Tiger Beer,23-Feb-09,2,4,3,4,2,7
1129,"Enniskillen(2,073)",Tiger Beer,23-Feb-09,2.3,4,2,5,3,9
1130,"Capa(4,051)",Tiger Beer,23-Feb-09,1.9,3,3,3,2,8
1131,"ChainGangGuy(5,448)",Tiger Beer,21-Feb-09,2.9,6,3,6,3,11
1132,alraicercsu(166),Tiger Beer,15-Feb-09,2.5,6,3,5,2,9
1133,"Plovmand(10,624)",Tiger Beer,08-Feb-09,2.4,5,3,4,2,10
1134,"dm9831(1,512)",Tiger Beer,08-Feb-09,1.8,3,3,4,2,6
1135,"Gary(2,114)",Tiger Beer,05-Feb-09,2.3,5,3,5,2,8
1136,eManu(573),Tiger Beer,05-Feb-09,0.7,1,2,1,1,2
1137,"dogfish120love(1,339)",Tiger Beer,04-Feb-09,1.6,3,2,4,2,5
1138,shoestring(649),Tiger Beer,20-Jan-09,3.2,6,3,6,4,13
1139,wcampbell(721),Tiger Beer,18-Jan-09,2.4,4,3,5,2,10
1140,OD40oz(772),Tiger Beer,18-Jan-09,2.8,5,2,6,2,13
1141,"altonbrownd(5,921)",Tiger Beer,16-Jan-09,2,4,2,4,2,8
1142,"CH-303(3,492)",Tiger Beer,16-Jan-09,2.8,6,3,6,3,10
1143,Lans(19),Tiger Beer,10-Jan-09,1.6,2,3,4,2,5
1144,"kappldav123(7,959)",Tiger Beer,31-Dec-08,2.1,5,3,5,2,6
1145,"rosenbergh(14,039)",Tiger Beer,24-Jun-09,1.9,3,2,4,2,8
1146,"nate2g(1,548)",Tiger Beer,20-Dec-08,1.4,3,2,3,2,4
1147,"SuperDave(1,932)",Tiger Beer,14-Dec-08,1.7,2,2,3,2,8
1148,donfardz64(538),Tiger Beer,10-Dec-08,1.7,2,1,3,4,7
1149,"pumpmaster(1,575)",Tiger Beer,08-Dec-08,2.1,4,3,4,2,8
1150,"BMan1113VR(7,929)",Tiger Beer,31-Oct-08,1.9,3,2,4,1,9
1151,"ilovedarkbeer(2,753)",Tiger Beer,31-Oct-08,1.9,3,3,4,3,6
1152,terrybail(704),Tiger Beer,28-Oct-08,2.7,3,2,6,3,13
1153,"GT(10,002)",Tiger Beer,28-Oct-08,2.3,4,2,6,2,9
1154,"joe19612(4,258)",Tiger Beer,19-Oct-08,2.4,4,3,5,3,9
1155,joeyplush(648),Tiger Beer,18-Oct-08,1.9,3,2,4,2,8
1156,"troopie(4,358)",Tiger Beer,12-Oct-08,2.9,6,4,6,3,10
1157,"espenra(1,016)",Tiger Beer,10-Oct-08,2.4,6,3,6,1,8
1158,wheelz843(234),Tiger Beer,09-Oct-08,2.4,5,2,5,2,10
1159,SeanMacGC(335),Tiger Beer,05-Oct-08,2.2,3,3,4,2,10
1160,"heavy(2,949)",Tiger Beer,02-Oct-08,2.4,4,3,5,3,9
1161,"Marko(10,857)",Tiger Beer,02-Oct-08,2.2,4,2,5,2,9
1162,DrSamPHD(68),Tiger Beer,01-Oct-08,2.9,5,4,8,2,10
1163,"Slipstream(3,299)",Tiger Beer,22-Sep-08,1.9,4,2,4,2,7
1164,"weaselkenievil(1,607)",Tiger Beer,22-Sep-08,1.7,3,3,3,2,6
1165,"KimJohansen(10,511)",Tiger Beer,16-Sep-08,1.7,3,3,3,2,6
1166,KiwiJonno(76),Tiger Beer,14-Sep-08,1.1,2,2,2,2,3
1167,"troyc(2,869)",Tiger Beer,06-Sep-08,2.2,4,3,5,2,8
