,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
726,Woc(166),Heineken,15-May-15,3.4,5,3,7,3,16
728,Teran(434),Heineken,12-May-15,2.9,5,3,4,2,15
730,"josanguapo(4,374)",Heineken,15-Apr-16,2.6,5,3,5,3,10
735,aumentm(451),Heineken,02-May-15,3.2,6,4,5,3,14
744,"Cthulhu(1,102)",Heineken,15-Apr-15,1.4,3,3,2,2,4
745,"klm1(2,685)",Heineken,14-Apr-15,0.8,2,2,1,1,2
746,EAGLE82(235),Heineken,13-Apr-15,2.1,3,2,5,2,9
748,"Jabah(2,403)",Heineken,10-Apr-15,2.5,4,3,5,3,10
750,"RexTalionis(4,194)",Heineken,05-Apr-15,1.9,5,3,3,2,6
751,Alexi91(437),Heineken,05-Apr-15,1.7,3,2,4,2,6
755,"R4N5H(2,151)",Heineken,27-Mar-15,2.7,2,4,6,4,11
756,"beer_rookie(1,080)",Heineken,27-Mar-15,3.3,6,2,7,3,15
757,"nihtila(5,179)",Heineken,26-Mar-15,2.3,5,2,4,2,10
759,"caribou43(2,295)",Heineken,26-Dec-17,2.0,4,2,5,2,7
761,"Fisler(1,984)",Heineken,17-Mar-15,1.8,3,2,5,2,6
765,"adasko(2,233)",Heineken,09-Mar-15,1.5,2,3,2,3,5
766,"TychoJames(3,076)",Heineken,07-Mar-15,1.5,3,2,3,2,5
767,Vincent68(683),Heineken,08-Mar-15,2.2,3,3,4,2,10
769,Schnabelhund(147),Heineken,30-Jul-17,2.3,4,2,4,3,10
770,"willisread(6,518)",Heineken,23-Feb-15,0.9,2,1,2,2,2
772,"weordie(1,518)",Heineken,21-Feb-15,3.2,6,4,6,4,12
782,"ectuohy27(1,748)",Heineken,07-Feb-15,2.1,4,3,4,2,8
783,ChicagoJ(639),Heineken,05-Feb-15,2.3,3,3,4,3,10
786,"ordybill(1,815)",Heineken,01-Feb-15,2.5,3,4,5,3,10
791,brandon1989(847),Heineken,30-Jan-15,2.6,5,3,6,3,9
792,"Milter(1,941)",Heineken,04-Nov-15,2.1,4,3,4,3,7
794,bewyder(601),Heineken,13-Jan-15,2.0,4,2,4,2,8
795,"Gerbeer(5,627)",Heineken,11-Jan-15,2.6,5,3,5,3,10
798,"Piw(2,051)",Heineken,07-Jan-15,1.6,3,2,2,2,7
799,Zarkam(539),Heineken,05-Jan-15,1.8,3,2,4,3,6
801,lbianchi66(829),Heineken,04-Jan-15,2.0,3,2,4,2,9
804,"Florya(2,027)",Heineken,16-Apr-16,2.2,4,3,4,2,9
807,"Yorker(3,808)",Heineken,01-Jan-15,2.0,4,2,4,2,8
808,"pete4999(1,445)",Heineken,30-Dec-14,1.9,4,3,4,3,5
813,"RichTheVillan(10,528)",Heineken,26-Dec-14,1.7,3,3,2,2,7
814,"TedE(2,366)",Heineken,26-Dec-14,1.7,3,2,4,1,7
817,"rotaman14(1,785)",Heineken,18-Dec-14,2.0,4,2,4,3,7
820,"AlainG(3,049)",Heineken,16-Dec-14,2.1,4,2,4,3,8
822,pricey290483(854),Heineken,04-Dec-14,0.5,1,1,1,1,1
823,"mjik83(3,096)",Heineken,04-Dec-14,2.1,3,3,5,3,7
824,Lebo88(221),Heineken,30-Nov-14,1.0,2,2,2,1,3
826,"Franksv6(1,328)",Heineken,28-Nov-14,2.4,5,3,4,3,9
827,"GreatDane1632(1,177)",Heineken,24-Nov-14,1.4,1,2,3,2,6
830,waiake(606),Heineken,23-Nov-14,2.7,4,3,5,3,12
831,"elbernays(1,834)",Heineken,22-Nov-14,1.0,2,2,2,2,2
832,"cervmagpt(1,590)",Heineken,19-Nov-14,2.6,5,4,5,3,9
835,"rouhlas(5,534)",Heineken,17-Nov-14,1.6,3,2,3,2,6
836,"creppyiceman(3,498)",Heineken,04-May-15,2.0,3,2,5,2,8
839,RhetoricalAns(939),Heineken,14-Nov-14,1.8,4,1,4,2,7
840,jice(405),Heineken,13-Nov-14,2.6,5,3,5,3,10
841,"sic1314(4,770)",Heineken,12-Nov-14,2.1,5,3,3,2,8
844,beeebon(560),Heineken,07-Nov-14,2.0,3,2,4,2,9
845,"Itzjerm(3,804)",Heineken,06-Nov-14,2.8,4,3,6,3,12
854,"slowrunner77(18,647)",Heineken,17-Oct-14,0.8,1,1,1,2,3
857,"eduardovl(1,820)",Heineken,17-Dec-14,2.3,4,3,5,2,9
859,"martin00sr(8,416)",Heineken,11-Oct-14,2.4,5,2,5,3,9
865,"markoijelena(4,419)",Heineken,28-Sep-14,2.6,5,3,5,3,10
867,"MonsterMagnet(1,952)",Heineken,22-Sep-14,1.9,3,3,3,2,8
868,panzerwolf(353),Heineken,21-Sep-14,2.1,4,3,4,3,7
874,"Bygers(1,187)",Heineken,12-Sep-14,2.3,4,3,5,2,9
875,"arsol(1,888)",Heineken,06-Sep-14,1.5,3,2,3,2,5
877,"metalspice(2,070)",Heineken,06-Sep-14,2.3,6,3,4,2,8
879,"Alengrin(9,200)",Heineken,06-Sep-14,2.0,4,3,3,2,8
881,"GuideDogSaint(2,617)",Heineken,05-Sep-14,1.3,3,1,3,1,5
885,"angel77(5,952)",Heineken,28-Aug-14,1.7,2,3,4,2,6
887,Krigla(186),Heineken,23-Aug-14,1.7,3,2,4,2,6
891,"FireGlider(1,270)",Heineken,21-Aug-17,2.6,5,3,6,2,10
892,"Hrc_Cro(1,053)",Heineken,13-Dec-14,2.9,6,3,7,2,11
893,"mikske79(1,967)",Heineken,19-Aug-14,0.6,2,1,1,1,1
894,"YantarCoast(3,350)",Heineken,04-May-17,2.8,5,4,6,3,10
895,"Holmen2(6,933)",Heineken,17-Aug-14,1.6,3,2,3,3,5
896,"Holmen1(10,598)",Heineken,17-Aug-14,1.1,2,2,2,1,4
905,"jrodooo5(2,335)",Heineken,02-Aug-14,2.0,5,2,5,2,6
906,"RW80(3,114)",Heineken,24-Dec-14,1.5,3,1,2,2,7
918,"minutemat(10,974)",Heineken,14-Jul-14,1.9,3,2,4,2,8
920,Bork(461),Heineken,23-Aug-14,2.5,4,3,5,3,10
922,"Senka(1,138)",Heineken,07-Jul-14,1.6,3,2,2,2,7
927,"hman43(3,457)",Heineken,02-Jul-14,2.4,4,3,5,3,9
929,"mathieuc(3,997)",Heineken,01-Jul-14,2.5,4,2,5,3,11
931,massingasetta(967),Heineken,27-Jun-14,3.7,6,4,8,4,15
932,"yy0pp(1,664)",Heineken,27-Jun-14,1.6,2,2,3,2,7
934,"mR_fr0g(22,491)",Heineken,24-Jun-14,2.0,3,3,4,2,8
935,generallee08(784),Heineken,22-Jun-14,3.4,6,3,6,4,15
937,"commonmac(1,992)",Heineken,21-Jun-14,1.4,3,1,3,2,5
941,"Bulk_Carrier(6,064)",Heineken,18-Jun-14,2.0,4,3,2,3,8
943,Drinking_77(331),Heineken,19-Jun-14,3.7,5,3,7,4,18
945,"Maakun(10,312)",Heineken,12-Jun-14,2.0,4,2,4,2,8
947,edsspoon(905),Heineken,11-Jun-14,1.9,4,3,3,4,5
952,"TXBadger(2,811)",Heineken,04-Jun-14,1.5,3,2,3,2,5
953,"venom666(1,245)",Heineken,01-Jun-14,2.0,4,2,4,2,8
954,"fellebag(1,769)",Heineken,01-Jun-14,1.7,4,2,2,1,8
955,"Ngejo(1,000)",Heineken,01-Jun-14,1.2,3,2,2,1,4
956,Lukardo(127),Heineken,31-May-14,2.2,5,3,4,2,8
961,alex_alkis(419),Heineken,25-May-14,2.2,3,3,4,3,9
962,Daanminator(476),Heineken,25-May-14,1.3,2,1,2,2,6
966,"Darkmagus82(2,303)",Heineken,24-May-14,2.0,3,2,5,3,7
967,Hidden_Pooch(518),Heineken,22-May-14,1.1,2,2,2,2,3
968,tinylightsrecs(436),Heineken,20-May-14,2.6,5,2,5,3,11
972,"cmacklin(2,843)",Heineken,12-May-14,1.8,3,2,4,2,7
973,ChewyBeer(562),Heineken,10-May-14,3.2,6,4,6,3,13
976,samparkique4(61),Heineken,09-May-14,3.3,6,2,8,3,14
991,"danlo(7,350)",Heineken,20-Apr-14,2.2,4,3,4,2,9
995,"Zita(6,332)",Heineken,14-Apr-14,1.8,3,2,4,2,7
996,"Gorm(1,897)",Heineken,11-Apr-14,1.4,2,2,3,2,5
998,"thellgren(1,888)",Heineken,03-Apr-14,2.1,4,2,4,2,9
999,Brentv(769),Heineken,02-Apr-14,1.9,3,2,4,2,8
1000,"Freaky_tiki(1,770)",Heineken,31-Mar-14,2.2,4,2,4,2,10
1001,"MarkoNm(4,820)",Heineken,29-Mar-14,1.7,4,3,3,2,5
1002,"rumproasts(6,113)",Heineken,27-Mar-14,1.5,3,2,3,2,5
1008,"gopherfan99(2,001)",Heineken,17-Mar-14,2.9,5,3,6,3,12
1010,"melush(10,149)",Heineken,14-Mar-14,2.1,3,2,5,2,9
1011,"Beerhunter111(34,257)",Heineken,12-Mar-14,2.2,3,2,4,2,11
1012,"sdmmb(1,862)",Heineken,12-Mar-14,2.4,3,2,5,3,11
1013,"kacyper(2,754)",Heineken,06-May-16,3.1,7,4,7,3,10
1015,Rotaldinho(207),Heineken,29-Jun-14,2.0,2,3,4,2,9
1020,"bergstaden(5,962)",Heineken,01-Mar-14,1.9,3,3,3,3,7
1024,"Iznogud(9,342)",Heineken,23-Feb-14,1.6,3,2,3,2,6
1025,"ChadPolenz(1,847)",Heineken,22-Feb-14,3.1,5,3,6,4,13
1026,"trapped(6,256)",Heineken,22-Feb-14,2.4,4,3,5,2,10
1027,VincentKabel(329),Heineken,21-Feb-14,2.3,4,3,4,2,10
1028,"Icedwarf(3,247)",Heineken,18-Feb-14,1.3,3,2,2,2,4
1029,"beerfest5(1,763)",Heineken,18-Feb-14,2.1,4,2,4,3,8
1031,"Karstenborg(1,711)",Heineken,16-Feb-14,2.1,4,2,4,2,9
1034,"VDuquerroux(4,006)",Heineken,22-Mar-16,2.3,4,3,4,2,10
0,"labeerinthum(5,295)",San Miguel Pale Pilsen,10-Apr-21,2.1,5,3,2,2,9
2,"TomHendriksen(4,501)",San Miguel Pale Pilsen,10-Oct-20,3.3,6,4,7,3,13
3,"biir(2,879)",San Miguel Pale Pilsen,22-Sep-20,2.5,5,2,5,3,10
4,"maciejgmaciej(2,311)",San Miguel Pale Pilsen,23-Sep-20,2.6,5,4,5,2,10
6,"ricardostercios(1,308)",San Miguel Pale Pilsen,15-Feb-20,1.2,3,1,2,2,4
8,"mkel07(9,170)",San Miguel Pale Pilsen,30-Jan-20,2.4,5,2,5,2,10
10,"vinivini(6,679)",San Miguel Pale Pilsen,12-Nov-19,2.2,4,4,4,3,7
11,badpuppy69(825),San Miguel Pale Pilsen,30-Oct-19,2.5,4,4,4,3,10
12,"17Beer(1,413)",San Miguel Pale Pilsen,22-Oct-19,3.0,6,3,6,3,12
13,"kto(2,973)",San Miguel Pale Pilsen,05-Oct-19,2.5,4,3,5,3,10
16,"Lore(4,697)",San Miguel Pale Pilsen,17-Aug-19,1.1,3,2,1,1,4
17,"tommann(5,987)",San Miguel Pale Pilsen,07-Aug-19,1.4,2,3,2,3,4
18,MaltTasty27(502),San Miguel Pale Pilsen,05-Aug-19,2.0,4,2,4,2,8
21,hehe_papiesz_xd(258),San Miguel Pale Pilsen,12-Jul-19,2.3,4,3,5,2,9
24,"dimeon(1,602)",San Miguel Pale Pilsen,04-Jul-19,2.4,5,2,5,2,10
28,"Jabah(2,403)",San Miguel Pale Pilsen,07-Mar-19,1.8,3,1,4,3,7
30,"franclh(3,853)",San Miguel Pale Pilsen,11-Dec-18,2.8,5,3,6,3,11
31,"corkyrory66(5,023)",San Miguel Pale Pilsen,08-Dec-18,0.5,1,1,1,1,1
32,"sparta(2,460)",San Miguel Pale Pilsen,16-Nov-18,3.0,6,3,6,3,12
33,"ectuohy27(1,748)",San Miguel Pale Pilsen,15-Nov-18,2.9,5,3,6,3,12
34,"Goldbarren(3,899)",San Miguel Pale Pilsen,24-Oct-18,2.4,3,3,4,4,10
35,"rennat42(4,135)",San Miguel Pale Pilsen,04-Sep-18,2.4,5,3,5,2,9
36,"bobroman(1,511)",San Miguel Pale Pilsen,07-Aug-18,2.0,3,3,4,3,7
37,foyle(642),San Miguel Pale Pilsen,21-Jul-18,3.5,7,4,7,3,14
38,"hershiser2(7,093)",San Miguel Pale Pilsen,14-Jul-18,2.4,5,3,5,2,9
39,OnTheTrail(955),San Miguel Pale Pilsen,07-Jul-18,2.5,5,3,5,3,9
45,"Zlotta(7,216)",San Miguel Pale Pilsen,28-Jan-18,2.5,4,3,5,3,10
47,"Skarecrow(1,734)",San Miguel Pale Pilsen,26-Dec-17,1.9,4,2,4,1,8
49,"Piepenhenrich(2,598)",San Miguel Pale Pilsen,31-Oct-17,1.7,4,2,4,2,5
50,"TedE(2,366)",San Miguel Pale Pilsen,21-Oct-17,2.5,4,2,4,3,12
51,"gnoff(11,277)",San Miguel Pale Pilsen,03-Oct-17,2.9,5,3,6,3,12
53,"R4N5H(2,151)",San Miguel Pale Pilsen,23-Sep-17,2.6,5,3,5,3,10
54,"KeefOz(3,203)",San Miguel Pale Pilsen,16-Sep-17,1.8,3,3,3,2,7
55,"Juks(4,446)",San Miguel Pale Pilsen,10-Aug-17,1.8,3,2,4,2,7
56,"loscovar(1,399)",San Miguel Pale Pilsen,05-Jul-17,1.9,4,3,4,2,6
61,"LazyPyro(5,591)",San Miguel Pale Pilsen,08-May-17,2.4,4,3,5,3,9
64,"hman43(3,457)",San Miguel Pale Pilsen,13-Apr-17,2.9,6,4,6,2,11
66,kdd230(107),San Miguel Pale Pilsen,23-Feb-17,2.8,4,3,7,3,11
67,HighSparkDiesel(620),San Miguel Pale Pilsen,11-Feb-17,2.4,5,3,4,3,9
68,"martin00sr(8,416)",San Miguel Pale Pilsen,04-Feb-17,2.3,5,3,4,2,9
69,"Ferris(23,110)",San Miguel Pale Pilsen,27-Jan-17,2.6,5,3,5,3,10
70,"ANZUShophunter(1,947)",San Miguel Pale Pilsen,04-Jan-17,2.0,4,2,4,2,8
71,"acemilan(1,041)",San Miguel Pale Pilsen,04-Nov-16,1.6,4,2,4,1,5
72,"Rubin77(6,675)",San Miguel Pale Pilsen,18-Sep-16,2.9,5,3,6,3,12
73,"remALUS(1,145)",San Miguel Pale Pilsen,12-Sep-16,3.0,5,3,7,3,12
74,"King_Alex_II(1,227)",San Miguel Pale Pilsen,07-Sep-16,2.0,4,3,4,2,7
75,"rhoihessegold(6,528)",San Miguel Pale Pilsen,07-Sep-16,1.3,3,2,3,2,3
76,"Benzai(20,022)",San Miguel Pale Pilsen,28-Aug-16,2.3,5,3,5,2,8
78,"anstei(3,816)",San Miguel Pale Pilsen,27-Aug-16,2.4,5,2,5,2,10
79,"SinH4(12,986)",San Miguel Pale Pilsen,27-Aug-16,2.1,4,3,4,3,7
81,"minutemat(10,974)",San Miguel Pale Pilsen,07-Aug-16,2.1,4,3,4,2,8
82,"BlackHaddock(11,825)",San Miguel Pale Pilsen,05-Aug-16,2.4,3,3,5,3,10
83,"mcberko(32,553)",San Miguel Pale Pilsen,02-Aug-16,0.9,2,1,2,2,2
85,"Karstenborg(1,711)",San Miguel Pale Pilsen,26-Jul-16,1.9,3,2,4,2,8
86,"jmgreenuk(14,804)",San Miguel Pale Pilsen,07-Jul-16,2.1,5,2,4,2,8
87,"BuckeyeBoy(13,957)",San Miguel Pale Pilsen,02-Jul-16,3.1,5,3,4,4,15
88,"seymour(2,587)",San Miguel Pale Pilsen,03-Jun-16,2.0,4,2,5,2,7
89,"mile(4,699)",San Miguel Pale Pilsen,10-Apr-16,1.5,3,2,3,2,5
90,"Gangstergafje(2,562)",San Miguel Pale Pilsen,26-Mar-16,1.0,2,3,1,3,1
91,"DrNosha(6,192)",San Miguel Pale Pilsen,05-Oct-17,2.0,4,3,3,2,8
92,"Tide(8,188)",San Miguel Pale Pilsen,25-Feb-16,2.3,4,3,5,2,9
93,AlfredoGarcia(474),San Miguel Pale Pilsen,25-Feb-16,1.9,5,2,4,2,6
94,"anders37(31,004)",San Miguel Pale Pilsen,21-Feb-16,1.8,4,3,4,2,5
95,"nybol(4,129)",San Miguel Pale Pilsen,19-Feb-16,3.2,7,3,6,3,13
96,"RW80(3,114)",San Miguel Pale Pilsen,14-Feb-16,1.4,2,2,3,2,5
97,"phfyysik(2,441)",San Miguel Pale Pilsen,20-Jan-16,1.0,1,2,3,2,2
98,"teddybeer(5,485)",San Miguel Pale Pilsen,12-Jan-16,2.1,4,2,4,2,9
99,donandres(837),San Miguel Pale Pilsen,13-Nov-18,2.8,5,3,6,3,11
100,"nazzty(1,531)",San Miguel Pale Pilsen,04-Jan-16,3.0,6,3,6,3,12
101,"sjogro(9,251)",San Miguel Pale Pilsen,30-Dec-15,2.3,5,3,4,2,9
102,"DutchDrebus(6,999)",San Miguel Pale Pilsen,03-Dec-15,2.1,5,3,4,2,7
103,"trapped(6,256)",San Miguel Pale Pilsen,29-Nov-15,2.5,4,3,5,3,10
104,"Piw(2,051)",San Miguel Pale Pilsen,24-Nov-15,2.0,3,3,3,2,9
105,"Manslow(2,540)",San Miguel Pale Pilsen,12-Nov-15,2.0,4,2,4,2,8
106,damzz(764),San Miguel Pale Pilsen,25-Oct-15,2.2,2,5,4,5,6
107,"JorgeLee(2,925)",San Miguel Pale Pilsen,16-Oct-15,1.8,3,2,4,2,7
108,ffbot(597),San Miguel Pale Pilsen,12-Oct-15,1.8,3,3,3,3,6
109,"sinfull(2,661)",San Miguel Pale Pilsen,11-Oct-15,2.0,4,3,4,1,8
115,waiake(606),San Miguel Pale Pilsen,09-Sep-15,2.3,4,3,5,2,9
116,"omikr0n(1,042)",San Miguel Pale Pilsen,16-Aug-15,1.4,4,2,2,1,5
117,"androman(2,998)",San Miguel Pale Pilsen,08-Aug-15,2.1,4,2,5,3,7
118,"The_Osprey(10,583)",San Miguel Pale Pilsen,30-Jul-15,0.7,1,3,1,1,1
119,"MisoW(5,406)",San Miguel Pale Pilsen,17-Jul-15,2.2,4,2,4,3,9
120,"SVD(4,178)",San Miguel Pale Pilsen,17-Jun-15,2.8,6,3,6,3,10
121,"jflopsu(1,862)",San Miguel Pale Pilsen,12-Jun-15,1.2,3,1,3,1,4
122,tbonde(386),San Miguel Pale Pilsen,11-Jun-15,2.2,4,4,4,3,7
123,"Aggiebob(3,138)",San Miguel Pale Pilsen,08-Jun-15,2.6,3,5,4,5,9
124,"mutz(1,600)",San Miguel Pale Pilsen,06-Jun-15,1.4,3,2,2,2,5
125,"Mister_Li(2,639)",San Miguel Pale Pilsen,03-Jun-15,2.1,4,2,4,3,8
126,"GuideDogSaint(2,617)",San Miguel Pale Pilsen,20-May-15,2.5,5,2,6,3,9
127,"marcus(12,602)",San Miguel Pale Pilsen,14-May-15,2.6,7,4,3,2,10
128,"colui72(3,023)",San Miguel Pale Pilsen,21-Aug-18,0.9,2,1,2,1,3
130,"mansquito(12,050)",San Miguel Pale Pilsen,18-Apr-15,2.3,4,2,4,2,11
131,"danielyabu(2,189)",San Miguel Pale Pilsen,15-Apr-15,2.6,5,3,5,3,10
133,brandon1989(847),San Miguel Pale Pilsen,18-Mar-15,2.9,6,2,6,3,12
139,"Christos(6,100)",San Miguel Pale Pilsen,22-Feb-15,2.2,5,3,4,2,8
142,"YantarCoast(3,350)",San Miguel Pale Pilsen,16-Feb-15,2.2,4,2,6,3,7
143,"alex_leit(12,022)",San Miguel Pale Pilsen,14-Feb-15,1.8,3,2,4,2,7
144,"Florya(2,027)",San Miguel Pale Pilsen,27-Jan-15,2.4,3,4,4,3,10
146,"DYCSoccer17(3,739)",San Miguel Pale Pilsen,13-Jan-15,1.8,2,3,4,2,7
147,"ffaoe(1,533)",San Miguel Pale Pilsen,03-Jan-15,1.8,3,3,3,2,7
150,"StevieT(2,007)",San Miguel Pale Pilsen,19-Dec-14,1.0,2,2,2,1,3
152,"GreatDane1632(1,177)",San Miguel Pale Pilsen,09-Dec-14,3.2,4,5,6,3,14
153,"johnnnniee(6,128)",San Miguel Pale Pilsen,07-Dec-14,2.7,6,3,4,3,11
155,Brentv(769),San Miguel Pale Pilsen,30-Nov-14,1.6,3,3,3,2,5
156,"Kauge(2,508)",San Miguel Pale Pilsen,23-Nov-14,2.1,4,3,4,2,8
157,"Bygers(1,187)",San Miguel Pale Pilsen,12-Nov-14,2.1,4,4,4,2,7
158,"VamboladeTolly(2,253)",San Miguel Pale Pilsen,10-Nov-14,2.1,4,3,3,2,9
159,"kermis(18,397)",San Miguel Pale Pilsen,02-Nov-14,1.8,3,3,3,2,7
161,"eduardovl(1,820)",San Miguel Pale Pilsen,17-Dec-14,2.1,4,2,4,3,8
162,"Borup(21,218)",San Miguel Pale Pilsen,14-Oct-14,2.4,5,2,5,2,10
163,cattaneopapa(736),San Miguel Pale Pilsen,05-Oct-14,3.4,6,3,7,4,14
164,"vipinvelp(6,094)",San Miguel Pale Pilsen,30-Sep-14,2.7,5,3,6,2,11
166,samparkique4(61),San Miguel Pale Pilsen,16-Sep-14,3.5,8,3,7,3,14
169,"Alengrin(9,200)",San Miguel Pale Pilsen,02-Sep-14,2.2,4,3,5,1,9
171,Bork(461),San Miguel Pale Pilsen,18-Sep-14,1.9,3,3,4,2,7
172,"floydian1(1,852)",San Miguel Pale Pilsen,16-Aug-14,1.9,4,2,4,2,7
173,"gripweed57(5,137)",San Miguel Pale Pilsen,15-Aug-14,2.2,5,3,4,3,7
174,Zarkam(539),San Miguel Pale Pilsen,01-Aug-14,1.6,3,3,3,2,5
175,rcasta(867),San Miguel Pale Pilsen,30-Jul-14,0.8,2,2,1,1,2
176,"Ngejo(1,000)",San Miguel Pale Pilsen,26-Jul-14,1.7,3,3,4,2,5
178,"JaKeAFC(1,767)",San Miguel Pale Pilsen,08-Jul-14,2.2,4,2,4,2,10
179,"AgentAle(2,707)",San Miguel Pale Pilsen,08-Jul-14,1.9,3,2,4,2,8
180,"jtclockwork(20,934)",San Miguel Pale Pilsen,08-Jul-14,2.0,4,3,4,3,6
181,"alexsdad06(16,109)",San Miguel Pale Pilsen,07-Jul-14,1.2,2,1,2,3,4
182,"Erzengel(13,338)",San Miguel Pale Pilsen,12-Jun-14,2.1,4,4,4,4,5
184,"miquelcrush(2,052)",San Miguel Pale Pilsen,23-May-14,1.9,3,2,4,2,8
185,"Maakun(10,312)",San Miguel Pale Pilsen,05-Nov-15,2.3,5,3,4,2,9
186,"k0mpsa(3,785)",San Miguel Pale Pilsen,14-May-14,1.6,3,2,3,2,6
187,"DrSilverworm(10,456)",San Miguel Pale Pilsen,07-May-14,2.9,4,4,6,4,11
188,"ljthiessen(1,731)",San Miguel Pale Pilsen,03-May-14,1.8,4,2,3,2,7
189,Dzhigga(349),San Miguel Pale Pilsen,29-Apr-14,2.1,3,1,5,2,10
190,"maekchu(5,196)",San Miguel Pale Pilsen,25-Apr-14,2.6,5,3,5,3,10
191,"KyotoLefty(14,037)",San Miguel Pale Pilsen,14-Apr-14,2.5,4,3,5,3,10
192,Bcoble003(347),San Miguel Pale Pilsen,06-Apr-14,1.7,2,2,4,2,7
193,MattiasA(862),San Miguel Pale Pilsen,03-Apr-14,1.6,3,4,3,3,3
194,Lukardo(127),San Miguel Pale Pilsen,16-Mar-14,1.1,2,1,2,2,4
195,MRMedellin(394),San Miguel Pale Pilsen,01-Mar-14,2.5,6,3,5,3,8
197,"Muggus69(3,694)",San Miguel Pale Pilsen,26-Feb-14,1.9,4,2,4,2,7
198,"blackisle(4,240)",San Miguel Pale Pilsen,19-Feb-14,2.3,5,2,4,2,10
200,"bulldogops(2,905)",San Miguel Pale Pilsen,05-Feb-14,2.2,5,3,4,2,8
201,"martjoobolut(9,739)",San Miguel Pale Pilsen,02-Feb-14,1.0,2,1,3,1,3
202,"Derek881(1,272)",San Miguel Pale Pilsen,25-Jan-14,2.3,5,2,5,2,9
204,"Beerhunter111(34,257)",San Miguel Pale Pilsen,19-Jan-14,1.8,4,2,3,2,7
205,"Butters(4,067)",San Miguel Pale Pilsen,06-Jan-14,1.9,4,3,4,2,6
206,"Swaroga(2,222)",San Miguel Pale Pilsen,05-Jan-14,2.1,5,2,2,3,9
208,Pijiuke(93),San Miguel Pale Pilsen,28-Dec-13,2.5,4,3,5,3,10
209,"Cunningham(11,610)",San Miguel Pale Pilsen,21-Dec-13,2.8,4,3,4,3,14
210,"Raistlin(1,475)",San Miguel Pale Pilsen,21-Dec-13,3.6,7,3,7,3,16
211,"geologyguy(2,301)",San Miguel Pale Pilsen,18-Dec-13,3.3,6,1,7,4,15
213,"bunget(1,251)",San Miguel Pale Pilsen,03-Dec-13,1.2,2,3,2,1,4
214,"MarkoNm(4,820)",San Miguel Pale Pilsen,23-Nov-13,2.0,4,3,3,2,8
215,"tricksta_p(9,606)",San Miguel Pale Pilsen,22-Nov-13,1.4,2,3,2,3,4
216,"Patrickctenchi(7,259)",San Miguel Pale Pilsen,17-Nov-13,1.2,2,3,2,1,4
217,petewhitley(600),San Miguel Pale Pilsen,17-Nov-13,2.8,6,4,5,2,11
218,"77ships(14,200)",San Miguel Pale Pilsen,14-Nov-13,2.4,5,3,4,3,9
220,"kraddel(10,779)",San Miguel Pale Pilsen,05-Nov-13,3.1,5,3,5,3,15
222,R2k2(471),San Miguel Pale Pilsen,30-Oct-13,1.9,3,2,4,2,8
223,"Sammy(16,916)",San Miguel Pale Pilsen,28-Oct-13,1.7,4,2,3,2,6
225,"DwarfeD(3,500)",San Miguel Pale Pilsen,17-Oct-13,2.4,4,3,5,2,10
226,Astaldo(166),San Miguel Pale Pilsen,05-Oct-13,2.2,4,2,4,3,9
227,"aleksander9(1,926)",San Miguel Pale Pilsen,02-Oct-13,1.1,1,3,2,2,3
228,futre7(342),San Miguel Pale Pilsen,23-Sep-13,2.7,4,3,4,2,14
229,"sic1314(4,770)",San Miguel Pale Pilsen,18-Sep-13,2.1,4,2,4,3,8
231,"Cantabrian(1,207)",San Miguel Pale Pilsen,08-Sep-13,1.0,2,1,2,1,4
233,"Grumbo(13,093)",San Miguel Pale Pilsen,25-Aug-13,2.3,5,3,5,2,8
234,joebudzjoe(681),San Miguel Pale Pilsen,04-Aug-13,2.5,5,1,6,2,11
239,"MarcoDL(8,063)",San Miguel Pale Pilsen,16-Jul-13,1.7,2,2,3,2,8
240,"kingstoni(2,902)",San Miguel Pale Pilsen,15-Jul-13,1.7,4,2,3,2,6
241,"Beerenberger(1,604)",San Miguel Pale Pilsen,08-Jul-13,1.9,6,4,3,2,4
243,"barncatmatt(2,287)",San Miguel Pale Pilsen,26-Jun-13,2.5,5,2,5,3,10
245,"rosenbergh(14,039)",San Miguel Pale Pilsen,22-Jun-13,1.4,3,1,3,2,5
246,"snoworsummer(8,851)",San Miguel Pale Pilsen,15-Jun-13,1.4,3,2,3,1,5
247,"sonnycheeba(7,971)",San Miguel Pale Pilsen,15-Jun-13,1.4,3,2,3,2,4
248,"BeerandBlues2(18,055)",San Miguel Pale Pilsen,15-Jun-13,1.2,3,2,3,2,2
249,canary dog(831),San Miguel Pale Pilsen,09-Jun-13,2.5,4,2,5,2,12
250,"EtTuCthulhu(1,391)",San Miguel Pale Pilsen,13-Jul-13,1.2,1,2,1,2,6
251,"Grzesiek79(6,146)",San Miguel Pale Pilsen,10-May-13,1.9,1,2,4,1,11
252,"MiP(18,243)",San Miguel Pale Pilsen,08-May-13,2.2,4,3,4,3,8
253,"Bamsen78(7,280)",San Miguel Pale Pilsen,08-May-13,2.4,5,3,5,4,7
255,"kerenmk(6,889)",San Miguel Pale Pilsen,20-Apr-13,2.4,5,3,5,3,8
258,"Viper666.Qc(10,518)",San Miguel Pale Pilsen,07-Apr-13,1.5,3,2,4,2,4
259,"GoufCustom(3,015)",San Miguel Pale Pilsen,31-Mar-13,0.8,3,2,1,1,1
